date,open,high,low,close,volume
2020-01-02,125390.59,125866.22,122896.98,125705.16,267261
2020-01-03,126221.37,127557.52,122770.05,123709.93,182934
2020-01-06,122935.52,124654.95,121771.07,122684.13,299510
2020-01-07,123219.53,126639.37,121494.95,124393.99,206164
2020-01-08,125114.99,128641.72,123438.18,128600.60,60736
2020-01-09,128876.89,129051.08,126928.50,127224.10,433644
2020-01-10,127247.93,130749.23,126401.03,130658.76,138243
2020-01-13,130573.11,133441.53,128494.59,131856.81,167770
2020-01-14,131962.07,136174.19,131589.68,135925.66,151196
2020-01-15,136942.14,139359.66,134869.64,136537.22,118050
2020-01-16,137202.05,138847.07,136801.74,138323.85,207399
2020-01-17,138474.79,138511.68,130872.50,133749.74,122157
2020-01-20,133739.54,134409.47,128153.92,130466.89,39935
2020-01-21,130076.90,132514.90,128319.05,130564.66,269774
2020-01-22,130342.06,133337.77,130012.20,131754.81,177898
2020-01-23,132161.27,137716.43,130634.73,137394.29,369748
2020-01-24,137552.72,139914.18,135605.79,139503.62,152002
2020-01-27,139677.59,142987.00,138657.67,141838.74,1044345
2020-01-28,141882.60,144746.82,137535.06,139777.26,112439
2020-01-29,139889.94,143011.42,138147.31,138625.07,208476
2020-01-30,139438.62,146541.20,137947.66,145335.10,279372
2020-01-31,145630.49,147696.84,145320.25,146551.65,320096
2020-02-03,146519.38,148877.35,144517.98,146702.47,173773
2020-02-04,146363.87,149203.02,143042.25,144178.65,165308
2020-02-05,144369.76,145212.24,141131.67,141688.34,216570
2020-02-06,141161.40,141476.40,140707.01,141018.08,146907
2020-02-07,141197.09,141211.90,138869.31,139573.35,214943
2020-02-10,138152.22,138620.83,135601.53,135768.59,98836
2020-02-11,135905.37,136517.20,132095.17,132273.62,37849
2020-02-12,132138.26,133907.29,131373.96,131464.48,219194
2020-02-13,132097.56,133660.09,129279.20,130481.41,170108
2020-02-14,130274.88,130355.25,127047.82,127902.12,64867
2020-02-17,127661.40,130350.32,127585.80,128183.65,233110
2020-02-18,127501.79,128314.87,127490.85,128057.32,201191
2020-02-19,127998.39,128814.87,126808.21,127577.47,300848
2020-02-20,127633.27,132182.91,125806.84,130909.38,152739
2020-02-21,131692.46,132727.72,130851.96,131035.66,179171
2020-02-24,130617.23,131097.58,127031.36,129421.96,198334
2020-02-25,129200.21,135879.99,129057.64,135283.03,203447
2020-02-26,134584.73,135566.02,132249.22,135175.27,387290
2020-02-27,134509.60,135260.18,131965.48,133201.05,152437
2020-02-28,132294.86,132650.23,132082.90,132310.96,192435
2020-03-02,132254.95,136030.36,132215.88,135058.46,149728
2020-03-03,135208.47,135247.46,134323.35,135243.36,209524
2020-03-04,135822.56,137140.16,133557.16,135631.07,156420
2020-03-05,135226.56,141911.74,133883.87,140800.76,126389
2020-03-06,140934.65,146035.82,137327.27,144578.25,90830
2020-03-09,144676.42,149502.38,144383.14,148639.69,83827
2020-03-10,148837.45,149791.90,144910.27,145073.46,147499
2020-03-11,145493.10,147384.99,144570.27,147002.79,58496
2020-03-12,146641.06,148095.41,140017.37,142324.69,195834
2020-03-13,141524.55,143168.77,139977.00,140191.25,183884
2020-03-16,140216.15,143825.24,139837.77,141819.97,165631
2020-03-17,141808.36,142290.17,139194.94,140532.84,163826
2020-03-18,139909.39,143421.84,137796.25,142836.47,1004905
2020-03-19,142897.00,144101.03,138690.02,140380.09,254804
2020-03-20,140567.66,143183.54,139085.21,142175.73,106257
2020-03-23,142456.32,144083.03,136106.78,138198.02,139220
2020-03-24,138451.83,138980.32,135285.50,135349.68,188743
2020-03-25,134698.60,134762.01,128995.00,130834.26,74595
2020-03-26,131494.12,137140.94,130190.02,134881.01,80312
2020-03-27,134476.79,136394.42,134367.76,135424.24,99665
2020-03-30,135579.02,137909.66,134072.46,137372.35,127625
2020-03-31,137280.60,142254.72,137224.90,139641.05,117067
2020-04-01,140355.64,143498.99,135376.02,137553.30,459333
2020-04-02,136768.23,137855.80,135035.86,136550.00,47961
2020-04-03,136405.72,138851.43,132232.00,132573.08,209265
2020-04-06,132334.59,133775.26,129150.92,130721.51,101754
2020-04-07,131848.15,133573.39,129548.27,132611.83,119143
2020-04-08,131859.70,132060.43,130833.73,131647.05,31859
2020-04-09,131469.95,137910.29,130278.68,137223.72,102377
2020-04-10,137214.72,138157.39,133385.18,133621.11,175229
2020-04-13,133623.39,135430.35,132970.22,135385.42,319825
2020-04-14,135582.60,137410.21,131982.46,132856.41,113348
2020-04-15,132503.53,132666.97,132102.40,132603.23,166349
2020-04-16,132678.29,137183.43,131973.06,134836.84,107446
2020-04-17,135265.44,144598.61,132112.93,143453.67,161863
2020-04-20,143639.68,150428.06,143065.93,149050.27,210310
2020-04-21,148468.51,150884.44,146598.54,149870.26,153210
2020-04-22,150854.36,151097.01,145505.52,146791.58,196117
2020-04-23,147951.88,150742.25,146427.91,146476.75,315816
2020-04-24,146328.84,148630.77,139218.19,139266.43,165351
2020-04-27,140011.38,143848.36,138349.35,142032.71,231906
2020-04-28,141319.66,143218.81,139579.23,139602.67,138789
2020-04-29,138714.41,141232.57,138067.76,139497.17,115994
2020-04-30,139775.44,140568.02,137768.18,139450.01,272571
2020-05-01,139837.20,144071.61,138890.89,142766.70,69154
2020-05-04,143019.08,147804.44,141486.79,147406.20,291277
2020-05-05,147096.86,147554.91,143370.40,143616.12,426668
2020-05-06,143647.16,145234.09,137309.16,138216.29,606009
2020-05-07,138108.59,138994.68,133209.82,134000.52,74340
2020-05-08,133748.23,136311.65,131097.46,131568.36,318721
2020-05-11,131453.12,133845.68,127852.60,128599.99,108958
2020-05-12,128579.71,129907.46,127040.36,127187.97,165317
2020-05-13,127373.33,130983.61,126323.68,127692.84,119073
2020-05-14,127040.46,133719.62,124694.69,132172.24,190680
2020-05-15,132245.86,132687.11,129867.93,131471.43,87293
2020-05-18,131303.02,131531.35,129961.52,130391.68,293098
2020-05-19,130521.43,130987.42,128732.85,129326.24,113194
2020-05-20,128946.13,130084.24,125878.16,126092.56,176839
2020-05-21,126041.80,127586.52,125188.88,127481.00,202879
2020-05-22,126701.82,133064.63,125871.61,132551.48,126878
2020-05-25,132496.76,137275.07,131702.83,136435.67,59740
2020-05-26,137370.87,140705.08,136490.39,137995.31,108687
2020-05-27,138571.71,139397.60,138445.04,139284.47,324389
2020-05-28,139202.35,142570.31,138580.91,141014.71,98848
2020-05-29,142455.32,142760.93,140004.51,140838.40,205851
2020-06-01,140647.56,141853.21,136781.33,138944.73,196375
2020-06-02,138969.71,140819.44,138099.88,140144.83,302854
2020-06-03,140554.53,144986.31,138916.42,143464.77,286548
2020-06-04,143581.20,143815.49,138845.39,140945.25,586145
2020-06-05,140344.55,143793.20,138095.62,143143.31,139261
2020-06-08,142897.91,145971.55,140591.19,141505.39,57813
2020-06-09,141571.35,141878.55,141215.35,141663.92,677666
2020-06-10,141484.54,143547.73,139071.42,141751.25,202190
2020-06-11,140931.11,141822.54,139374.08,140379.94,262440
2020-06-12,140474.57,141211.07,134213.56,134230.81,146526
2020-06-15,134919.56,137701.48,133399.15,135883.95,277786
2020-06-16,135555.06,136654.40,135047.20,135437.69,153857
2020-06-17,135665.79,143640.28,134964.58,141820.65,693060
2020-06-18,142090.81,145403.66,141252.61,143947.30,276845
2020-06-19,144091.81,146188.72,144053.02,145692.61,62032
2020-06-22,145611.19,146058.32,144005.11,144639.97,190556
2020-06-23,143482.18,145715.41,139167.34,139333.19,127909
2020-06-24,138751.70,143039.41,137096.85,141955.86,435129
2020-06-25,141808.19,146777.95,140264.89,144699.46,200333
2020-06-26,144508.40,145611.51,142065.83,143899.86,50106
2020-06-29,143637.42,144007.64,139431.58,141259.76,122416
2020-06-30,141359.10,149731.44,141282.75,149509.09,348568
2020-07-01,149592.11,155573.20,147298.34,155112.93,435349
2020-07-02,154903.62,155735.68,149420.10,149813.34,79314
2020-07-03,149434.07,150967.80,144245.78,147223.03,109208
2020-07-06,147079.97,151868.00,145523.22,149297.94,114990
2020-07-07,149406.25,152609.47,147358.14,150995.83,153544
2020-07-08,150325.84,152488.19,147437.27,148178.62,282269
2020-07-09,148278.44,156717.10,147460.45,155702.34,49874
2020-07-10,155354.00,156006.83,147460.90,148574.16,109639
2020-07-13,148586.63,153237.42,143166.44,144446.67,572885
2020-07-14,144654.53,147719.17,144143.43,147041.85,160569
2020-07-15,147083.82,147612.24,144101.81,145822.54,185056
2020-07-16,146013.41,148528.55,145985.72,147449.51,111957
2020-07-17,147844.45,148715.83,147251.57,147449.87,182359
2020-07-20,147778.88,148065.74,145883.66,146346.41,107885
2020-07-21,146537.82,146636.49,145161.36,145350.72,195760
2020-07-22,145715.07,149052.59,144195.65,148405.90,175871
2020-07-23,149236.59,155159.56,148567.47,152418.20,116818
