date,open,high,low,close,volume
2020-01-02,40300.01,40376.59,39135.01,39558.80,154927
2020-01-03,39713.60,39876.04,39223.86,39274.59,118314
2020-01-06,39130.47,40249.72,39070.18,40166.07,88862
2020-01-07,40209.63,40783.35,40203.55,40767.74,145114
2020-01-08,41113.62,41484.15,40901.47,41237.66,104768
2020-01-09,41502.87,42673.76,41300.92,41983.41,220162
2020-01-10,42192.07,43312.83,41998.79,43124.89,258436
2020-01-13,43331.44,43638.55,42273.88,42685.10,151174
2020-01-14,42751.18,44136.77,42743.20,43617.35,73898
2020-01-15,43578.60,45264.13,42977.81,44954.89,126864
2020-01-16,44963.48,45157.51,44480.66,45027.65,193177
2020-01-17,45019.24,45719.63,43328.67,43416.93,182427
2020-01-20,43604.60,43950.65,41994.19,42121.65,269652
2020-01-21,42109.06,42430.93,41477.50,41844.65,163963
2020-01-22,41888.62,42361.62,41660.08,41679.90,55225
2020-01-23,41254.66,41723.13,39966.76,40275.76,89957
2020-01-24,40140.41,40252.72,39533.04,40002.41,112053
2020-01-27,40086.30,41132.12,39728.03,41121.46,149908
2020-01-28,41543.10,42368.70,41158.28,41912.24,102269
2020-01-29,42036.47,42798.59,41657.59,42062.23,435104
2020-01-30,41967.09,42627.46,41757.15,42545.05,78156
2020-01-31,42382.29,42545.83,41807.72,42142.31,362994
2020-02-03,41919.65,42746.37,41805.27,42693.15,101218
2020-02-04,42765.93,42810.03,40618.97,41534.79,134908
2020-02-05,41584.45,42289.21,41397.32,42119.57,282210
2020-02-06,42110.17,44345.26,41810.25,44114.86,302582
2020-02-07,44445.47,45221.18,43915.67,44057.23,126090
2020-02-10,44164.12,45705.39,43837.47,44871.12,191744
2020-02-11,44817.52,47019.38,44481.29,46713.59,140584
2020-02-12,46588.74,47676.78,45750.05,47474.23,137745
2020-02-13,47610.71,48465.06,45383.06,45712.92,196788
2020-02-14,45704.17,47094.78,45356.55,46653.18,254806
2020-02-17,46261.67,47025.55,45907.91,46986.66,118859
2020-02-18,46830.42,48455.82,46588.48,48168.31,143400
2020-02-19,48116.90,48384.99,47325.03,47703.39,76642
2020-02-20,47410.63,47954.00,46833.44,46833.44,145096
2020-02-21,47128.04,47736.86,46725.00,47590.91,125969
2020-02-24,47390.41,49051.92,47211.39,48313.58,80187
2020-02-25,48852.75,50058.45,47803.98,48254.66,281581
2020-02-26,48233.12,48488.58,47994.84,48385.76,163330
2020-02-27,48211.20,48821.04,47754.80,48592.90,329418
2020-02-28,48562.14,49123.15,47426.68,47434.06,189386
2020-03-02,47539.99,48151.28,47281.78,47954.48,326487
2020-03-03,47717.55,48565.76,47331.85,47969.55,107955
2020-03-04,47720.29,47753.56,46292.81,46415.39,165535
2020-03-05,46354.47,46617.31,45552.97,46200.21,154272
2020-03-06,46150.84,46595.93,44905.54,45115.80,174820
2020-03-09,45383.36,45854.84,44260.25,44390.87,99897
2020-03-10,44577.54,44815.96,44538.01,44781.25,140495
2020-03-11,44826.79,45180.88,44176.08,44302.04,62449
2020-03-12,44127.94,44432.02,43185.08,43261.42,77230
2020-03-13,43194.17,43891.20,43152.22,43509.69,85442
2020-03-16,43815.44,45469.87,43650.91,44718.76,146049
